Generation,RBS,ORF,Terminator 
3213,4,28,24
3214,4,28,24
3215,4,28,25
3216,4,27,25
3217,4,27,25
3218,4,27,25
3219,4,27,25
3220,4,26,25
3221,4,26,25
3222,4,26,25
3223,4,26,25
3224,4,26,25
3225,4,26,24
3226,4,25,24
3227,4,25,24
3228,4,25,24
3229,4,25,24
3230,4,25,25
3231,4,25,26
3232,4,25,27
3233,4,25,28
3234,4,25,28
3235,4,25,28
3236,4,25,28
3237,4,25,27
3238,4,25,27
3239,4,24,27
3240,5,24,27
3241,5,24,26
3242,5,24,26
3243,5,24,26
3244,5,23,26
3245,5,22,26
3246,5,22,27
3247,5,22,27
3248,5,22,28
3249,5,22,29
3250,5,23,29
3251,5,23,29
3252,5,24,29
3253,5,24,28
3254,5,24,28
3255,5,24,28
3256,5,24,28
3257,5,25,28
3258,5,25,29
3259,5,25,29
3260,5,26,29
3261,5,26,29
3262,5,26,29
3263,5,26,29
3264,5,25,29
3265,5,25,29
3266,5,25,28
3267,5,25,28
3268,5,25,28
3269,5,25,29
3270,5,24,29
3271,5,24,29
3272,5,25,29
3273,5,25,29
3274,5,25,29
3275,5,25,29
3276,5,25,29
3277,5,25,29
3278,5,24,29
3279,5,24,29
3280,5,25,29
3281,5,25,29
3282,5,25,28
3283,5,24,28
3284,5,24,28
3285,5,24,29
3286,6,24,29
3287,6,24,29
3288,6,24,30
3289,6,24,30
3290,6,24,30
3291,6,24,30
3292,6,24,31
3293,6,25,31
3294,6,26,31
3295,6,26,31
3296,6,27,31
3297,6,28,31
3298,6,28,31
3299,6,28,31
3300,6,28,32
3301,6,28,31
3302,6,27,31
3303,6,27,31
3304,6,27,31
3305,6,26,31
3306,6,26,31
3307,6,25,31
3308,6,25,30
3309,6,25,30
3310,6,26,30
3311,6,26,30
3312,6,25,30
3313,6,26,30
3314,6,26,30
3315,6,25,30
3316,6,25,30
3317,6,25,30
3318,6,25,30
3319,6,25,30
3320,6,25,30
3321,6,25,30
3322,6,25,30
3323,6,25,31
3324,6,25,31
3325,6,26,31
3326,6,26,31
3327,6,26,31
3328,6,26,30
3329,6,26,30
3330,6,26,30
3331,6,26,30
3332,6,26,31
3333,6,26,31
3334,6,26,31
3335,7,26,31
3336,7,26,31
3337,7,26,31
3338,6,26,31
3339,6,26,31
3340,6,26,31
3341,5,26,31
3342,5,26,30
3343,5,26,30
3344,5,26,30
3345,5,26,29
3346,5,25,29
3347,5,25,28
3348,5,25,28
3349,5,25,28
3350,5,25,27
3351,5,25,26
3352,5,26,26
3353,5,26,26
3354,5,26,27
3355,5,26,27
3356,5,26,28
3357,5,25,28
3358,5,25,28
3359,5,25,29
3360,5,25,29
3361,5,25,29
3362,5,25,29
3363,5,25,29
3364,5,25,29
3365,5,25,28
3366,5,25,28
3367,5,25,29
3368,5,25,29
3369,5,24,29
3370,5,24,29
3371,5,24,28
3372,5,24,28
3373,5,24,28
3374,5,24,27
3375,5,25,27
3376,5,25,27
3377,5,25,26
3378,5,24,26
3379,4,24,26
3380,4,23,26
3381,4,23,26
3382,3,23,26
3383,3,23,26
3384,3,23,27
3385,3,22,27
3386,3,22,27
3387,3,22,28
3388,3,22,27
3389,3,22,27
3390,3,22,27
3391,3,21,27
3392,3,21,27
3393,3,21,28
3394,3,21,28
3395,3,22,28
3396,3,22,28
3397,3,23,28
3398,3,23,27
3399,3,23,27
3400,4,23,27
3401,4,23,28
3402,4,23,29
3403,4,24,29
3404,4,25,29
3405,4,25,29
3406,5,25,29
3407,5,26,29
3408,5,25,29
3409,5,24,29
3410,5,24,28
3411,5,25,28
3412,5,25,28
3413,5,26,28
3414,5,25,28
3415,5,25,27
3416,5,25,27
3417,5,25,26
3418,5,24,26
3419,5,24,26
3420,5,25,26
3421,5,25,26
3422,5,25,25
3423,5,25,25
3424,5,24,25
3425,5,24,26
3426,5,24,27
3427,5,25,27
3428,5,25,26
3429,5,25,26
3430,5,25,27
3431,5,25,27
3432,5,25,26
3433,5,26,26
3434,5,26,26
3435,5,26,26
3436,5,26,25
3437,5,25,25
3438,5,25,24
3439,5,25,24
3440,5,24,24
3441,5,25,24
3442,5,25,24
3443,5,25,24
3444,5,25,25
3445,5,25,25
3446,5,26,25
3447,5,25,25
3448,5,25,25
3449,5,24,25
3450,5,24,25
3451,5,24,25
3452,5,24,25
3453,5,24,25
3454,5,25,25
3455,5,24,25
3456,5,25,25
3457,5,26,25
3458,5,26,25
3459,5,26,26
3460,5,26,26
3461,5,26,25
3462,5,26,25
3463,5,26,25
3464,5,26,25
3465,5,25,25
3466,5,25,25
3467,5,25,25
3468,5,26,25
3469,5,27,25
3470,5,27,24
3471,5,27,24
3472,5,27,24
3473,5,27,25
3474,5,27,25
3475,5,27,24
3476,5,27,24
3477,5,27,25
3478,5,27,26
3479,5,28,26
3480,5,28,26
3481,5,28,25
3482,5,27,25
3483,5,27,25
3484,5,27,25
3485,6,27,25
3486,5,27,25
3487,5,28,25
3488,5,27,25
3489,5,27,25
3490,5,26,25
3491,5,26,25
3492,5,25,25
3493,5,25,24
3494,5,25,24
3495,5,26,24
3496,5,25,24
3497,5,26,24
3498,5,26,24
3499,5,26,24
3500,5,26,24
3501,5,25,24
3502,5,26,24
3503,5,26,25
3504,5,26,26
3505,6,26,26
3506,6,26,26
3507,6,26,26
3508,6,26,26
3509,6,26,26
3510,6,26,26
3511,7,26,26
3512,7,26,26
3513,7,26,26
3514,7,25,26
3515,7,25,25
3516,7,25,25
3517,7,24,25
3518,7,24,25
3519,7,24,25
3520,7,24,25
3521,7,24,25
3522,7,24,25
3523,7,24,25
3524,7,24,25
3525,7,24,25
3526,7,24,25
3527,7,25,25
3528,7,25,25
3529,7,24,25
3530,7,25,25
3531,6,25,25
3532,6,25,25
3533,6,24,25
3534,6,24,25
3535,6,24,25
3536,7,24,25
3537,7,24,24
3538,7,24,24
3539,7,24,25
3540,7,24,26
3541,7,24,26
3542,7,24,25
3543,7,24,25
3544,7,24,25
3545,7,24,25
3546,7,24,25
3547,7,24,25
3548,7,23,25
3549,7,23,26
3550,7,23,27
3551,7,23,27
3552,7,24,27
3553,7,24,27
3554,7,24,27
3555,7,25,27
3556,6,25,27
3557,6,26,27
3558,6,26,26
3559,6,26,26
3560,6,26,26
3561,6,26,26
3562,6,26,27
3563,6,25,27
3564,6,26,27
3565,6,26,27
3566,6,26,27
3567,6,26,27
3568,6,25,27
3569,6,25,27
3570,6,25,27
3571,6,25,27
3572,6,24,27
3573,6,25,27
3574,5,25,27
3575,5,25,27
3576,5,25,27
3577,5,24,27
3578,5,25,27
3579,5,25,27
3580,5,25,27
3581,5,25,27
3582,5,25,27
3583,5,26,27
3584,5,27,27
3585,6,27,27
3586,6,27,26
3587,6,27,26
3588,6,27,25
3589,6,27,25
3590,6,27,26
3591,6,27,26
3592,6,27,26
3593,6,27,26
3594,6,27,26
3595,6,27,26
3596,6,27,26
3597,6,27,27
3598,6,27,27
3599,6,27,27
3600,6,27,27
3601,6,28,27
3602,6,27,27
3603,6,27,27
3604,6,26,27
3605,6,26,27
3606,6,26,26
3607,6,26,26
3608,6,27,26
3609,6,27,26
3610,6,27,27
3611,7,27,27
3612,7,27,26
3613,7,27,26
3614,7,28,26
3615,7,28,26
3616,7,28,26
3617,7,28,26
3618,7,27,26
3619,7,26,26
3620,7,26,27
3621,7,26,27
3622,7,26,27
3623,7,26,27
3624,7,26,27
3625,7,26,27
3626,7,26,27
3627,7,26,27
3628,7,26,27
3629,7,26,27
3630,7,26,27
3631,7,26,26
3632,7,27,26
3633,7,27,26
3634,7,27,26
3635,7,27,26
3636,7,27,25
3637,7,27,26
3638,7,28,26
3639,7,28,26
3640,7,29,26
3641,7,28,26
3642,7,29,26
3643,7,29,26
3644,7,29,26
3645,7,29,26
3646,7,29,26
3647,7,29,27
3648,7,30,27
3649,7,29,27
3650,7,29,26
3651,7,29,25
3652,7,30,25
3653,7,30,25
3654,7,30,25
3655,7,30,25
3656,7,29,25
3657,7,29,25
3658,7,29,25
3659,7,29,25
3660,7,29,25
3661,7,29,25
3662,7,29,24
3663,7,28,24
3664,7,28,24
3665,7,28,24
3666,7,28,23
3667,7,28,23
3668,7,28,23
3669,7,28,23
3670,7,28,23
3671,7,28,23
3672,7,27,23
3673,7,27,23
3674,7,27,22
3675,7,27,23
3676,7,27,24
3677,7,27,24
3678,7,27,24
3679,7,27,23
3680,7,26,23
3681,7,26,23
3682,7,25,23
3683,7,25,23
3684,7,24,23
3685,7,24,22
3686,7,24,21
3687,7,24,22
3688,7,24,22
3689,7,24,22
3690,7,24,21
3691,7,23,21
3692,7,23,21
3693,7,23,20
3694,7,23,20
3695,7,22,20
3696,7,22,20
3697,7,23,20
3698,7,23,20
3699,7,23,20
3700,7,23,21
3701,7,23,21
3702,7,23,21
3703,7,23,22
3704,7,24,22
3705,7,23,22
3706,7,23,22
3707,7,23,21
3708,7,23,20
3709,7,23,19
3710,7,23,19
3711,7,23,19
3712,7,24,19
3713,7,24,18
3714,7,23,18
3715,7,23,18
3716,7,23,19
3717,7,22,19
3718,7,22,19
3719,8,22,19
3720,8,21,19
3721,8,21,19
3722,8,21,19
3723,8,20,19
3724,7,20,19
3725,7,20,20
3726,7,21,20
3727,8,21,20
3728,8,21,20
3729,8,21,20
3730,8,21,20
3731,7,21,20
3732,7,21,20
3733,7,20,20
3734,7,20,20
3735,7,21,20
3736,8,21,20
3737,8,21,20
3738,8,21,20
3739,8,21,20
3740,8,21,20
3741,8,21,20
3742,8,22,20
3743,8,22,20
3744,8,22,20
3745,8,22,21
3746,8,22,20
3747,7,22,20
3748,7,23,20
3749,7,23,20
3750,7,23,20
3751,7,23,20
3752,7,23,20
3753,7,23,20
3754,7,24,20
3755,7,24,20
3756,7,24,20
3757,7,24,21
3758,7,23,21
3759,7,23,21
3760,7,23,21
3761,7,22,21
3762,7,22,20
3763,7,21,20
3764,7,22,20
3765,7,22,20
3766,7,22,20
3767,7,22,21
3768,7,23,21
3769,7,23,22
3770,7,23,22
3771,7,23,22
3772,7,24,22
3773,7,25,22
3774,7,25,22
3775,7,26,22
3776,7,26,22
3777,7,27,22
3778,7,27,22
3779,7,26,22
3780,7,26,23
3781,7,26,23
3782,7,26,23
3783,7,26,23
3784,6,26,23
3785,6,26,24
3786,6,26,23
3787,6,26,22
3788,6,26,22
3789,6,26,23
3790,6,27,23
3791,6,27,23
3792,6,28,23
3793,6,28,23
3794,6,28,23
3795,6,28,23
3796,6,28,23
3797,6,29,23
3798,6,29,23
3799,6,28,23
3800,6,28,23
3801,6,28,23
3802,6,28,23
3803,6,28,23
3804,6,28,23
3805,6,28,23
3806,6,28,24
3807,6,28,24
3808,6,28,23
3809,6,28,24
3810,6,28,23
3811,6,27,23
3812,6,26,23
3813,6,26,23
3814,6,25,23
3815,6,25,23
3816,6,25,23
3817,6,25,23
3818,6,24,23
3819,6,24,23
3820,6,24,23
3821,6,24,23
3822,6,24,23
3823,6,25,23
3824,6,25,23
3825,6,25,24
3826,6,25,23
3827,6,25,23
3828,6,25,23
3829,6,25,22
3830,6,24,22
3831,6,24,22
3832,6,23,22
3833,6,23,21
3834,6,24,21
3835,5,24,21
3836,5,24,22
3837,5,24,21
3838,5,24,20
3839,5,24,20
3840,5,24,20
3841,5,25,20
3842,5,25,20
3843,5,24,20
3844,5,24,20
3845,5,23,20
3846,5,23,20
3847,5,23,20
3848,5,24,20
3849,5,24,19
3850,5,23,19
3851,5,23,19
3852,5,23,19
3853,5,23,20
3854,5,24,20
3855,5,24,20
3856,5,24,20
3857,5,24,20
3858,5,24,20
3859,5,24,20
3860,5,24,20
3861,5,24,20
3862,5,23,20
3863,5,23,20
3864,5,23,21
3865,5,23,21
3866,5,23,22
3867,5,22,22
3868,5,22,22
3869,5,22,22
3870,5,22,22
3871,5,22,22
3872,5,22,21
3873,5,22,21
3874,5,22,21
3875,5,22,22
3876,5,22,22
3877,5,22,22
3878,5,23,22
3879,5,23,22
3880,5,23,23
3881,5,23,24
3882,5,23,24
3883,5,23,24
3884,5,23,25
3885,5,22,25
3886,5,22,25
3887,5,22,25
3888,5,23,25
3889,5,23,25
3890,5,22,25
3891,5,22,25
3892,5,22,25
3893,5,22,25
3894,5,22,25
3895,5,22,25
3896,5,21,25
3897,5,21,25
3898,5,21,25
3899,5,21,25
3900,5,21,25
3901,5,22,25
3902,5,22,25
3903,5,22,25
3904,5,22,25
3905,5,22,24
3906,5,22,24
3907,5,22,24
3908,5,22,24
3909,5,22,24
3910,5,22,24
3911,5,22,24
3912,5,22,24
3913,5,23,24
3914,5,22,24
3915,5,22,24
3916,5,23,24
3917,5,24,24
3918,5,24,24
3919,5,24,23
3920,5,24,23
3921,5,24,23
3922,5,25,23
3923,5,25,22
3924,5,25,21
3925,5,25,21
3926,6,25,21
3927,6,25,21
3928,6,25,21
3929,6,25,21
3930,6,25,21
3931,6,25,22
3932,6,25,22
3933,6,25,22
3934,6,25,23
3935,6,25,23
3936,6,25,23
3937,6,25,23
3938,6,25,24
3939,6,25,25
3940,6,25,25
3941,6,25,25
3942,6,25,25
3943,6,25,25
3944,6,25,25
3945,6,26,25
3946,6,25,25
3947,6,25,24
3948,6,24,24
3949,6,24,25
3950,6,24,25
3951,6,25,25
3952,6,25,26
3953,6,25,26
3954,6,25,26
3955,6,25,26
3956,6,24,26
3957,6,23,26
3958,6,23,26
3959,6,24,26
3960,6,24,26
3961,6,24,26
3962,6,24,26
3963,6,24,26
3964,6,25,26
3965,6,25,25
3966,6,26,25
3967,6,26,25
3968,7,26,25
3969,7,25,25
3970,7,26,25
3971,7,27,25
3972,7,27,24
3973,7,27,24
3974,7,28,24
3975,7,28,24
3976,7,28,24
3977,7,28,25
3978,7,28,25
3979,7,29,25
3980,7,29,24
3981,7,29,23
3982,7,29,23
3983,7,29,22
3984,7,29,22
3985,7,29,23
3986,7,29,23
3987,7,29,24
3988,7,28,24
3989,7,27,24
3990,7,27,24
3991,7,27,24
3992,7,27,25
3993,7,26,25
3994,7,27,25
3995,7,27,25
3996,7,27,25
3997,7,26,25
3998,8,26,25
3999,8,26,25
4000,8,26,25
4001,8,26,25
4002,8,26,24
4003,8,26,24
4004,8,26,24
4005,9,26,24
4006,9,26,24
4007,9,26,25
4008,9,26,26
4009,9,26,26
4010,9,26,26
4011,9,26,26
4012,9,26,26
4013,9,26,26
4014,9,26,26
4015,9,26,25
4016,9,27,25
4017,9,27,25
4018,9,28,25
4019,9,29,25
4020,9,29,24
4021,9,29,25
4022,9,30,25
4023,9,30,25
4024,9,30,26
4025,9,30,26
4026,9,30,26
4027,9,30,26
4028,9,30,26
4029,9,30,27
4030,9,30,27
4031,9,30,27
4032,9,30,27
4033,9,30,27
4034,9,30,27
4035,9,29,27
4036,9,29,27
4037,9,28,27
4038,9,28,27
4039,9,28,26
4040,9,28,26
4041,9,28,25
4042,9,28,25
4043,9,28,25
4044,9,28,25
4045,9,28,26
4046,9,28,26
4047,9,28,27
4048,9,28,27
4049,9,28,27
4050,9,28,26
4051,9,29,26
4052,9,28,26
4053,9,28,26
4054,9,28,26
4055,9,28,26
4056,9,28,26
4057,9,28,27
4058,9,28,26
4059,9,29,26
4060,9,28,26
4061,9,28,26
4062,9,28,26
4063,9,27,26
4064,10,27,26
4065,10,27,27
4066,10,27,27
4067,10,27,27
4068,9,27,27
4069,9,27,27
4070,9,28,27
4071,9,28,27
4072,9,28,27
4073,9,28,26
4074,9,28,26
4075,9,28,26
4076,9,28,26
4077,9,28,27
4078,9,28,27
4079,8,28,27
4080,8,28,27
4081,8,28,26
4082,8,28,26
4083,8,28,26
4084,8,28,26
4085,8,28,27
4086,8,28,27
4087,8,28,27
4088,8,27,27
4089,8,27,27
4090,8,27,26
4091,8,27,25
4092,8,26,25
4093,8,26,25
4094,8,26,25
4095,8,26,25
4096,8,26,25
4097,8,26,25
4098,8,26,25
4099,9,26,25
4100,9,26,25
4101,9,26,25
4102,9,27,25
4103,9,27,24
4104,9,27,24
4105,9,27,24
4106,9,27,25
4107,9,27,25
4108,9,28,25
4109,9,28,25
4110,9,28,25
4111,9,28,25
4112,9,28,25
4113,9,28,25
4114,9,28,25
4115,9,28,25
4116,9,28,25
4117,9,28,25
4118,9,27,25
4119,9,27,25
4120,9,28,25
4121,9,28,25
4122,9,28,25
4123,9,28,25
4124,9,29,25
4125,9,29,24
4126,9,28,24
4127,9,29,24
4128,9,29,24
4129,9,29,25
4130,9,29,25
4131,9,28,25
4132,9,27,25
4133,9,27,25
4134,9,28,25
4135,9,28,25
4136,9,27,25
4137,9,26,25
4138,9,27,25
4139,9,27,26
4140,9,28,26
4141,9,27,26
4142,9,27,26
4143,9,26,26
4144,9,26,26
4145,9,25,26
4146,9,25,26
4147,8,25,26
4148,7,25,26
4149,7,25,26
4150,7,26,26
4151,7,25,26
4152,7,26,26
4153,7,26,25
4154,7,26,25
4155,7,25,25
4156,7,25,25
4157,7,25,26
4158,7,25,26
4159,7,24,26
4160,7,23,26
4161,7,23,27
4162,7,23,26
4163,7,23,25
4164,7,23,25
4165,7,23,26
4166,7,23,26
4167,7,23,26
4168,7,23,26
4169,7,23,26
4170,7,24,26
4171,7,23,26
4172,7,23,27
4173,7,23,28
4174,7,23,27
4175,7,23,27
4176,7,23,27
4177,8,23,27
4178,8,23,27
4179,8,23,27
4180,8,22,27
4181,8,22,27
4182,8,23,27
4183,8,24,27
4184,8,24,28
4185,8,24,28
4186,8,25,28
4187,8,25,28
4188,8,25,27
4189,8,25,27
4190,8,25,27
4191,8,24,27
4192,8,24,26
4193,8,24,26
4194,8,24,26
4195,8,24,26
4196,8,23,26
4197,8,23,26
4198,8,23,26
4199,8,23,26
4200,8,23,25
4201,8,24,25
4202,8,23,25
4203,8,23,25
4204,8,23,25
4205,8,23,25
4206,8,23,25
4207,8,23,25
4208,8,24,25
4209,8,24,25
4210,8,23,25
4211,8,23,25
4212,7,23,25
4213,7,23,25
4214,7,23,25
4215,7,24,25
4216,7,24,25
4217,7,24,25
4218,7,24,25
4219,7,24,24
4220,7,24,23
4221,7,24,23
4222,7,24,22
4223,7,24,22
4224,7,25,22
4225,7,25,22
4226,7,26,22
4227,7,26,22
4228,7,26,21
4229,7,26,21
4230,7,26,22
4231,7,26,22
4232,7,27,22
4233,7,27,22
4234,7,26,22
4235,7,26,23
4236,7,26,23
4237,7,26,23
4238,7,26,23
4239,7,26,23
4240,7,27,23
4241,7,27,23
4242,7,27,22
4243,7,27,22
4244,7,27,22
4245,7,27,21
4246,7,27,22
4247,7,28,22
4248,6,28,22
4249,6,28,22
4250,6,28,21
4251,6,28,21
4252,6,28,21
4253,6,27,21
4254,6,27,21
4255,6,27,21
4256,6,27,22
4257,6,27,23
4258,7,27,23
4259,7,27,22
4260,7,27,21
4261,7,26,21
4262,7,26,21
4263,7,27,21
4264,7,28,21
4265,7,28,21
4266,7,27,21
4267,7,26,21
4268,7,26,21
4269,7,25,21
4270,7,26,21
4271,7,26,21
4272,7,26,21
4273,7,25,21
4274,7,25,22
4275,7,25,22
4276,7,26,22
4277,7,26,22
4278,7,26,22
4279,7,26,22
4280,7,26,22
4281,7,26,22
4282,7,26,22
4283,7,26,22
4284,6,26,22
4285,6,26,22
4286,6,26,22
4287,6,26,23
4288,6,26,23
4289,6,26,23
4290,7,26,23
4291,7,27,23
4292,7,28,23
4293,7,28,23
4294,7,28,22
4295,8,28,22
4296,8,27,22
4297,8,27,22
4298,8,27,22
4299,8,27,21
4300,8,27,22
4301,8,27,21
4302,8,27,21
4303,8,27,22
4304,8,27,22
4305,8,26,22
4306,8,26,22
4307,8,27,22
4308,8,27,22
4309,8,27,22
4310,8,27,21
4311,8,28,21
4312,8,28,21
4313,8,28,21
4314,8,28,21
4315,8,28,21
4316,8,28,21
4317,8,28,21
4318,8,28,21
4319,8,28,21
4320,8,27,21
4321,8,27,21
4322,8,27,21
4323,7,27,21
4324,7,27,20
4325,7,27,20
4326,7,27,19
4327,7,27,20
4328,7,27,19
4329,7,27,19
4330,7,27,18
4331,7,27,17
4332,7,27,17
4333,7,27,17
4334,7,27,16
4335,7,27,16
4336,7,27,16
4337,7,27,17
4338,7,26,17
4339,7,25,17
4340,7,24,17
4341,7,24,17
4342,7,25,17
4343,7,24,17
4344,7,25,17
4345,7,25,17
4346,7,25,17
4347,7,26,17
4348,7,26,17
4349,7,26,17
4350,7,26,17
4351,7,26,17
4352,7,26,17
4353,7,26,17
4354,7,26,18
4355,7,27,18
4356,7,27,19
4357,7,27,19
4358,7,27,19
4359,7,27,19
4360,7,28,19
4361,7,29,19
4362,7,29,19
4363,7,29,19
4364,7,29,19
4365,7,29,19
4366,7,30,19
4367,7,30,19
4368,7,30,19
4369,7,29,19
4370,7,28,19
4371,7,28,20
4372,7,28,20
4373,7,28,20
4374,7,29,20
4375,7,28,20
4376,7,28,20
4377,7,27,20
4378,7,28,20
4379,7,28,20
4380,7,28,19
4381,7,28,19
4382,7,28,20
4383,7,27,20
4384,7,27,20
4385,7,27,20
4386,7,27,19
4387,7,27,19
4388,7,27,20
4389,7,27,20
4390,7,27,20
4391,7,27,20
4392,7,27,20
4393,7,27,21
4394,7,27,20
4395,7,28,20
4396,7,28,21
4397,7,28,21
4398,7,28,21
4399,7,28,21
4400,7,27,21
4401,7,27,21
4402,7,27,21
4403,7,27,21
4404,7,28,21
4405,7,28,22
4406,7,28,22
4407,7,28,21
4408,7,29,21
4409,7,29,21
4410,7,29,20
4411,6,29,20
4412,6,30,20
4413,6,30,21
4414,6,30,20
4415,6,30,20
4416,6,30,20
4417,6,30,19
4418,6,30,18
4419,6,30,18
4420,6,31,18
4421,6,31,18
4422,6,31,18
4423,6,31,18
4424,6,31,18
4425,7,31,18
4426,7,31,18
4427,7,31,18
4428,7,31,19
4429,7,31,19
4430,7,31,18
4431,7,31,18
4432,7,31,18
4433,7,31,19
4434,7,31,19
4435,7,31,19
4436,7,30,19
4437,7,30,19
4438,7,30,19
4439,7,31,19
4440,7,31,20
4441,7,31,21
4442,7,31,21
4443,7,31,21
4444,7,31,21
4445,7,31,21
4446,7,31,21
4447,7,31,22
4448,7,31,22
4449,7,31,22
4450,7,32,22
4451,7,32,22
4452,7,32,22
4453,7,32,22
4454,6,32,22
4455,6,32,22
4456,6,32,22
4457,6,32,23
4458,6,32,22
4459,6,32,22
4460,6,32,22
4461,6,32,23
4462,6,32,23
4463,6,32,23
4464,6,32,23
4465,6,32,23
4466,6,32,24
4467,6,32,24
4468,6,32,24
4469,6,32,23
4470,6,32,23
4471,7,32,23
4472,6,32,23
4473,6,33,23
4474,5,33,23
4475,5,33,23
4476,5,33,23
4477,5,33,23
4478,5,33,23
4479,5,33,23
4480,5,32,23
4481,5,32,23
4482,5,32,23
4483,5,32,23
4484,5,32,23
4485,5,32,23
4486,5,31,23
4487,5,30,23
4488,5,30,23
4489,5,30,23
4490,5,30,24
4491,5,29,24
4492,5,29,24
4493,5,30,24
4494,5,29,24
4495,5,29,24
4496,5,29,24
4497,5,29,24
4498,5,29,24
4499,5,29,24
4500,5,29,23
4501,5,29,23
4502,5,29,23
4503,5,29,22
4504,5,30,22
4505,5,30,22
4506,5,30,22
4507,5,30,22
4508,5,30,22
4509,5,29,22
4510,5,29,22
4511,5,29,23
4512,5,29,22
4513,5,29,22
4514,5,30,22
4515,5,29,22
4516,5,29,22
4517,5,29,22
4518,5,28,22
4519,5,28,22
4520,5,28,22
4521,5,28,22
4522,5,29,22
4523,5,29,22
4524,5,28,22
4525,5,28,22
4526,5,27,22
4527,5,28,22
4528,5,28,22
4529,5,27,22
4530,5,27,22
4531,5,26,22
4532,5,26,22
4533,5,26,22
4534,5,26,22
4535,5,26,21
4536,5,26,21
4537,5,26,20
4538,5,26,19
4539,5,26,19
4540,5,26,19
4541,5,27,19
4542,5,27,19
4543,5,27,20
4544,5,26,20
4545,5,26,20
4546,5,26,20
4547,5,26,20
4548,5,26,20
4549,5,26,21
4550,5,26,21
4551,5,26,22
4552,5,26,21
4553,5,26,21
4554,5,26,21
4555,5,27,21
4556,5,26,21
4557,5,26,21
4558,5,26,20
4559,5,26,20
4560,5,26,20
4561,5,26,20
4562,5,26,21
4563,5,26,21
4564,5,27,21
4565,5,28,21
4566,5,29,21
4567,5,29,21
4568,5,28,21
4569,5,28,21
4570,5,28,21
4571,5,28,21
4572,5,27,21
4573,5,27,21
4574,5,27,20
4575,5,28,20
4576,5,29,20
4577,5,28,20
4578,5,28,20
4579,5,28,20
4580,5,28,20
4581,5,28,20
4582,5,29,20
4583,5,28,20
4584,5,27,20
4585,5,27,20
4586,5,27,19
4587,5,27,19
4588,5,27,19
4589,5,27,20
4590,5,27,20
4591,5,27,21
4592,5,26,21
4593,5,26,20
4594,5,27,20
4595,5,27,20
4596,5,27,20
4597,6,27,20
4598,6,27,20
4599,6,27,20
4600,6,27,20
4601,6,27,20
4602,6,27,20
4603,6,27,20
4604,6,27,19
4605,6,27,20
4606,6,27,20
4607,6,27,20
4608,6,28,20
4609,6,28,20
4610,6,28,19
4611,6,29,19
4612,6,29,19
4613,6,29,19
4614,6,29,20
4615,6,28,20
4616,6,28,21
4617,6,28,22
4618,6,27,22
4619,6,27,22
4620,6,26,22
4621,6,25,22
4622,6,26,22
4623,6,26,22
4624,6,25,22
4625,6,25,23
4626,6,25,23
4627,6,25,23
4628,6,25,23
4629,6,25,23
4630,6,25,23
4631,6,26,23
4632,6,27,23
4633,6,28,23
4634,6,29,23
4635,6,30,23
4636,6,30,24
4637,6,30,24
4638,6,30,25
4639,6,30,25
4640,6,31,25
4641,6,32,25
4642,6,32,24
4643,6,33,24
4644,6,33,25
4645,6,33,25
4646,6,33,25
4647,6,33,26
4648,6,33,26
4649,6,33,26
4650,6,34,26
4651,6,34,27
4652,6,34,27
4653,6,34,26
4654,6,34,26
4655,6,33,26
4656,6,33,27
4657,6,33,27
4658,6,33,27
4659,6,33,27
4660,6,34,27
4661,6,34,26
4662,6,34,26
4663,6,33,26
4664,6,34,26
4665,6,34,27
4666,6,34,27
4667,6,34,26
4668,6,35,26
4669,6,35,27
4670,6,35,27
4671,6,36,27
4672,6,36,27
4673,6,36,27
4674,6,36,26
4675,6,35,26
4676,6,34,26
4677,6,34,26
4678,6,34,26
4679,6,34,26
4680,6,34,26
4681,6,34,26
4682,6,34,26
4683,6,34,26
4684,6,34,26
4685,6,34,26
4686,6,34,26
4687,6,35,26
4688,6,35,27
4689,6,35,26
4690,5,35,26
4691,5,35,26
4692,5,35,27
4693,5,35,28
4694,5,35,28
4695,5,35,27
4696,5,35,28
4697,5,35,28
4698,5,35,28
4699,5,35,28
4700,5,35,28
4701,6,35,28
4702,6,35,29
4703,6,35,29
4704,6,35,29
4705,6,35,30
4706,6,35,30
4707,6,35,30
4708,6,36,30
4709,6,36,30
4710,6,35,30
4711,6,35,30
4712,6,35,30
4713,6,35,29
4714,6,35,29
4715,6,35,30
4716,6,35,31
4717,6,35,31
4718,7,35,31
4719,7,35,31
4720,7,35,31
4721,7,35,30
4722,6,35,30
4723,6,35,30
4724,6,34,30
4725,6,34,30
4726,6,34,31
4727,6,33,31
4728,6,33,32
4729,6,33,31
4730,6,33,32
4731,6,33,32
4732,5,33,32
4733,5,34,32
4734,4,34,32
4735,4,34,32
4736,4,34,32
4737,4,34,32
4738,4,33,32
4739,4,33,32
4740,4,33,32
4741,4,32,32
4742,4,32,32
4743,4,33,32
4744,4,33,32
4745,4,33,33
4746,4,33,33
4747,4,33,33
4748,4,34,33
4749,4,33,33
4750,4,33,33
4751,4,33,33
4752,4,33,33
4753,4,33,33
4754,3,33,33
4755,3,33,33
4756,3,33,33
4757,3,33,33
4758,3,33,34
4759,3,33,34
4760,3,32,34
4761,3,33,34
4762,3,34,34
4763,3,34,33
4764,3,33,33
4765,3,33,33
