generation,population ,production rate,slow codon speed,ratio,change in production rate
46,popA,2.07,48,0.48,0
47,popB,2.07,48,0.48,0
48,popB,2.07,48,0.48,0
49,popA,2.07,48,0.48,0
50,popB,2.07,48,0.48,0
0,popB,2.146,49,0.49,0
1,popA,2.146,49,0.49,0
2,popB,2.2,49,0.49,0.054
3,popB,2.2,49,0.49,0
4,popB,2.219,49,0.49,0.019
5,popB,2.219,49,0.49,0
6,popA,2.219,49,0.49,0
7,popA,2.219,49,0.49,0
8,popA,2.219,49,0.49,0
9,popA,2.219,49,0.49,0
10,popA,2.219,49,0.49,0
11,popA,2.219,49,0.49,0
12,popB,2.219,49,0.49,0
13,popA,2.219,49,0.49,0
14,popA,2.219,49,0.49,0
15,popA,2.219,49,0.49,0
16,popB,2.219,49,0.49,0
17,popA,2.219,49,0.49,0
18,popB,2.219,49,0.49,0
19,popB,2.219,49,0.49,0
20,popB,2.219,49,0.49,0
21,popB,2.219,49,0.49,0
22,popB,2.238,49,0.49,0.019
23,popB,2.353,49,0.49,0.115
24,popA,2.353,49,0.49,0
25,popB,2.354,49,0.49,0.001
26,popB,2.354,49,0.49,0
27,popB,2.354,49,0.49,0
28,popB,2.354,49,0.49,0
29,popB,2.372,49,0.49,0.018
30,popB,2.372,49,0.49,0
31,popB,2.372,49,0.49,0
32,popB,2.403,49,0.49,0.031
33,popB,2.403,49,0.49,0
34,popB,2.403,49,0.49,0
35,popA,2.403,49,0.49,0
36,popB,2.403,49,0.49,0
37,popB,2.403,49,0.49,0
38,popA,2.403,49,0.49,0
39,popA,2.403,49,0.49,0
40,popB,2.403,49,0.49,0
41,popB,2.403,49,0.49,0
42,popB,2.403,49,0.49,0
43,popA,2.403,49,0.49,0
44,popB,2.403,49,0.49,0
45,popB,2.478,49,0.49,0.075
46,popA,2.478,49,0.49,0
47,popA,2.478,49,0.49,0
48,popA,2.478,49,0.49,0
49,popB,2.478,49,0.49,0
50,popA,2.478,49,0.49,0
0,popA,2.032,50,0.5,0
1,popB,2.032,50,0.5,0
2,popB,2.032,50,0.5,0
3,popB,2.032,50,0.5,0
4,popB,2.032,50,0.5,0
5,popB,2.032,50,0.5,0
6,popB,2.032,50,0.5,0
7,popB,2.032,50,0.5,0
8,popA,2.032,50,0.5,0
9,popB,2.032,50,0.5,0
10,popB,2.032,50,0.5,0
11,popB,2.032,50,0.5,0
12,popB,2.035,50,0.5,0.003
13,popB,2.046,50,0.5,0.011
14,popB,2.046,50,0.5,0
15,popA,2.046,50,0.5,0
16,popB,2.046,50,0.5,0
17,popB,2.048,50,0.5,0.002
18,popB,2.051,50,0.5,0.003
19,popB,2.051,50,0.5,0
20,popB,2.051,50,0.5,0
21,popB,2.087,50,0.5,0.036
22,popB,2.087,50,0.5,0
23,popB,2.091,50,0.5,0.004
24,popB,2.091,50,0.5,0
25,popB,2.091,50,0.5,0
26,popB,2.091,50,0.5,0
27,popB,2.091,50,0.5,0
28,popB,2.158,50,0.5,0.067
29,popB,2.158,50,0.5,0
30,popA,2.158,50,0.5,0
31,popB,2.163,50,0.5,0.005
32,popB,2.183,50,0.5,0.02
33,popB,2.183,50,0.5,0
34,popB,2.249,50,0.5,0.066
35,popA,2.249,50,0.5,0
36,popB,2.249,50,0.5,0
37,popA,2.249,50,0.5,0
38,popB,2.249,50,0.5,0
39,popB,2.249,50,0.5,0
40,popB,2.249,50,0.5,0
41,popB,2.249,50,0.5,0
42,popB,2.249,50,0.5,0
43,popB,2.249,50,0.5,0
44,popA,2.249,50,0.5,0
45,popA,2.249,50,0.5,0
46,popB,2.249,50,0.5,0
47,popB,2.249,50,0.5,0
48,popB,2.249,50,0.5,0
49,popB,2.254,50,0.5,0.005
50,popA,2.254,50,0.5,0
0,popB,2.381,51,0.51,0
1,popB,2.381,51,0.51,0
2,popB,2.381,51,0.51,0
3,popA,2.381,51,0.51,0
4,popB,2.381,51,0.51,0
5,popB,2.381,51,0.51,0
6,popA,2.381,51,0.51,0
7,popA,2.381,51,0.51,0
8,popB,2.381,51,0.51,0
9,popB,2.381,51,0.51,0
10,popB,2.381,51,0.51,0
11,popB,2.381,51,0.51,0
12,popA,2.381,51,0.51,0
13,popB,2.381,51,0.51,0
14,popB,2.381,51,0.51,0
15,popB,2.381,51,0.51,0
16,popA,2.381,51,0.51,0
17,popB,2.381,51,0.51,0
18,popB,2.381,51,0.51,0
19,popB,2.381,51,0.51,0
20,popB,2.413,51,0.51,0.032
21,popA,2.413,51,0.51,0
22,popB,2.413,51,0.51,0
23,popA,2.413,51,0.51,0
24,popA,2.413,51,0.51,0
25,popA,2.413,51,0.51,0
26,popB,2.413,51,0.51,0
27,popB,2.413,51,0.51,0
28,popB,2.413,51,0.51,0
29,popB,2.413,51,0.51,0
30,popB,2.413,51,0.51,0
31,popA,2.413,51,0.51,0
32,popA,2.413,51,0.51,0
33,popB,2.413,51,0.51,0
34,popB,2.413,51,0.51,0
35,popB,2.413,51,0.51,0
36,popA,2.413,51,0.51,0
37,popA,2.413,51,0.51,0
38,popB,2.413,51,0.51,0
39,popB,2.413,51,0.51,0
40,popB,2.413,51,0.51,0
41,popB,2.413,51,0.51,0
42,popB,2.413,51,0.51,0
43,popB,2.413,51,0.51,0
44,popA,2.413,51,0.51,0
45,popA,2.413,51,0.51,0
46,popB,2.413,51,0.51,0
47,popB,2.413,51,0.51,0
48,popA,2.413,51,0.51,0
49,popA,2.413,51,0.51,0
50,popB,2.413,51,0.51,0
0,popB,2.309,52,0.52,0
1,popB,2.309,52,0.52,0
2,popB,2.309,52,0.52,0
3,popB,2.309,52,0.52,0
4,popB,2.309,52,0.52,0
5,popB,2.309,52,0.52,0
6,popB,2.309,52,0.52,0
7,popB,2.309,52,0.52,0
8,popA,2.309,52,0.52,0
9,popB,2.309,52,0.52,0
10,popB,2.309,52,0.52,0
11,popA,2.309,52,0.52,0
12,popA,2.309,52,0.52,0
13,popB,2.309,52,0.52,0
14,popB,2.309,52,0.52,0
15,popA,2.309,52,0.52,0
16,popA,2.309,52,0.52,0
17,popB,2.309,52,0.52,0
18,popB,2.309,52,0.52,0
19,popA,2.309,52,0.52,0
20,popB,2.309,52,0.52,0
21,popB,2.309,52,0.52,0
22,popB,2.309,52,0.52,0
23,popB,2.309,52,0.52,0
24,popA,2.309,52,0.52,0
25,popA,2.309,52,0.52,0
26,popA,2.309,52,0.52,0
27,popA,2.309,52,0.52,0
28,popB,2.309,52,0.52,0
29,popB,2.309,52,0.52,0
30,popA,2.309,52,0.52,0
31,popA,2.309,52,0.52,0
32,popB,2.309,52,0.52,0
33,popB,2.309,52,0.52,0
34,popB,2.309,52,0.52,0
35,popB,2.309,52,0.52,0
36,popB,2.309,52,0.52,0
37,popB,2.309,52,0.52,0
38,popB,2.309,52,0.52,0
39,popB,2.309,52,0.52,0
40,popB,2.309,52,0.52,0
41,popA,2.309,52,0.52,0
42,popA,2.309,52,0.52,0
43,popA,2.309,52,0.52,0
44,popB,2.309,52,0.52,0
45,popB,2.309,52,0.52,0
46,popB,2.309,52,0.52,0
47,popA,2.309,52,0.52,0
48,popB,2.309,52,0.52,0
49,popB,2.309,52,0.52,0
50,popA,2.309,52,0.52,0
0,popB,2.14,53,0.53,0
1,popB,2.141,53,0.53,0.001
2,popB,2.141,53,0.53,0
3,popB,2.283,53,0.53,0.142
4,popB,2.29,53,0.53,0.007
5,popB,2.29,53,0.53,0
6,popB,2.29,53,0.53,0
7,popA,2.29,53,0.53,0
8,popB,2.29,53,0.53,0
9,popB,2.29,53,0.53,0
10,popB,2.29,53,0.53,0
11,popA,2.29,53,0.53,0
12,popA,2.29,53,0.53,0
13,popA,2.29,53,0.53,0
14,popB,2.29,53,0.53,0
15,popB,2.29,53,0.53,0
16,popA,2.29,53,0.53,0
17,popA,2.29,53,0.53,0
18,popB,2.29,53,0.53,0
19,popB,2.29,53,0.53,0
20,popA,2.29,53,0.53,0
21,popB,2.29,53,0.53,0
22,popA,2.29,53,0.53,0
23,popB,2.29,53,0.53,0
24,popA,2.29,53,0.53,0
25,popB,2.29,53,0.53,0
26,popA,2.29,53,0.53,0
27,popA,2.29,53,0.53,0
28,popA,2.29,53,0.53,0
29,popB,2.29,53,0.53,0
30,popA,2.29,53,0.53,0
31,popB,2.29,53,0.53,0
32,popB,2.29,53,0.53,0
33,popA,2.29,53,0.53,0
34,popB,2.29,53,0.53,0
35,popA,2.29,53,0.53,0
36,popA,2.29,53,0.53,0
37,popA,2.29,53,0.53,0
38,popB,2.29,53,0.53,0
39,popA,2.29,53,0.53,0
40,popA,2.29,53,0.53,0
41,popB,2.29,53,0.53,0
42,popB,2.29,53,0.53,0
43,popB,2.29,53,0.53,0
44,popA,2.29,53,0.53,0
45,popB,2.29,53,0.53,0
46,popA,2.29,53,0.53,0
47,popB,2.29,53,0.53,0
48,popB,2.29,53,0.53,0
49,popB,2.29,53,0.53,0
50,popB,2.29,53,0.53,0
0,popB,2.121,54,0.54,0
1,popB,2.121,54,0.54,0
2,popA,2.121,54,0.54,0
3,popB,2.121,54,0.54,0
4,popA,2.121,54,0.54,0
5,popB,2.121,54,0.54,0
6,popB,2.121,54,0.54,0
7,popB,2.144,54,0.54,0.023
8,popB,2.144,54,0.54,0
9,popB,2.144,54,0.54,0
10,popA,2.144,54,0.54,0
11,popA,2.144,54,0.54,0
12,popB,2.144,54,0.54,0
13,popA,2.144,54,0.54,0
14,popB,2.157,54,0.54,0.013
15,popB,2.157,54,0.54,0
16,popB,2.157,54,0.54,0
17,popA,2.157,54,0.54,0
18,popA,2.157,54,0.54,0
19,popA,2.157,54,0.54,0
20,popA,2.157,54,0.54,0
21,popB,2.185,54,0.54,0.028
22,popB,2.226,54,0.54,0.041
23,popB,2.226,54,0.54,0
24,popB,2.226,54,0.54,0
25,popB,2.226,54,0.54,0
26,popB,2.226,54,0.54,0
27,popB,2.226,54,0.54,0
28,popB,2.226,54,0.54,0
29,popA,2.226,54,0.54,0
30,popB,2.226,54,0.54,0
31,popA,2.226,54,0.54,0
32,popA,2.226,54,0.54,0
33,popB,2.226,54,0.54,0
34,popB,2.226,54,0.54,0
35,popB,2.226,54,0.54,0
36,popB,2.226,54,0.54,0
37,popA,2.226,54,0.54,0
38,popA,2.226,54,0.54,0
39,popB,2.226,54,0.54,0
40,popB,2.226,54,0.54,0
41,popA,2.226,54,0.54,0
42,popA,2.226,54,0.54,0
43,popA,2.226,54,0.54,0
44,popB,2.226,54,0.54,0
45,popA,2.226,54,0.54,0
46,popB,2.226,54,0.54,0
47,popB,2.226,54,0.54,0
48,popB,2.226,54,0.54,0
49,popB,2.247,54,0.54,0.021
50,popA,2.247,54,0.54,0
0,popB,2.226,55,0.55,0
1,popB,2.298,55,0.55,0.072
2,popA,2.298,55,0.55,0
3,popA,2.298,55,0.55,0
4,popB,2.298,55,0.55,0
5,popB,2.298,55,0.55,0
6,popB,2.298,55,0.55,0
7,popA,2.298,55,0.55,0
8,popA,2.298,55,0.55,0
9,popA,2.298,55,0.55,0
10,popA,2.298,55,0.55,0
11,popB,2.298,55,0.55,0
12,popA,2.298,55,0.55,0
13,popA,2.298,55,0.55,0
14,popA,2.298,55,0.55,0
15,popB,2.298,55,0.55,0
16,popA,2.298,55,0.55,0
17,popB,2.298,55,0.55,0
18,popB,2.298,55,0.55,0
19,popA,2.298,55,0.55,0
20,popA,2.298,55,0.55,0
21,popB,2.298,55,0.55,0
22,popB,2.298,55,0.55,0
23,popB,2.298,55,0.55,0
24,popB,2.298,55,0.55,0
25,popB,2.298,55,0.55,0
26,popB,2.298,55,0.55,0
27,popB,2.298,55,0.55,0
28,popA,2.298,55,0.55,0
29,popA,2.298,55,0.55,0
30,popA,2.298,55,0.55,0
31,popA,2.298,55,0.55,0
32,popA,2.298,55,0.55,0
33,popB,2.298,55,0.55,0
34,popA,2.298,55,0.55,0
35,popA,2.298,55,0.55,0
36,popA,2.298,55,0.55,0
37,popA,2.298,55,0.55,0
38,popA,2.298,55,0.55,0
39,popB,2.298,55,0.55,0
40,popA,2.298,55,0.55,0
41,popB,2.298,55,0.55,0
42,popA,2.298,55,0.55,0
43,popA,2.298,55,0.55,0
44,popB,2.298,55,0.55,0
45,popA,2.298,55,0.55,0
46,popB,2.298,55,0.55,0
47,popB,2.298,55,0.55,0
48,popA,2.298,55,0.55,0
49,popB,2.298,55,0.55,0
50,popB,2.298,55,0.55,0
0,popB,2.022,56,0.56,0
1,popB,2.022,56,0.56,0
2,popB,2.031,56,0.56,0.009
3,popB,2.031,56,0.56,0
4,popB,2.111,56,0.56,0.08
5,popB,2.111,56,0.56,0
6,popB,2.111,56,0.56,0
7,popB,2.111,56,0.56,0
8,popB,2.111,56,0.56,0
9,popA,2.111,56,0.56,0
10,popB,2.111,56,0.56,0
11,popB,2.111,56,0.56,0
12,popA,2.111,56,0.56,0
13,popA,2.111,56,0.56,0
14,popB,2.111,56,0.56,0
15,popB,2.111,56,0.56,0
16,popA,2.111,56,0.56,0
17,popB,2.111,56,0.56,0
18,popB,2.114,56,0.56,0.003
19,popA,2.114,56,0.56,0
20,popA,2.114,56,0.56,0
21,popA,2.114,56,0.56,0
22,popA,2.114,56,0.56,0
23,popB,2.114,56,0.56,0
24,popB,2.114,56,0.56,0
25,popA,2.114,56,0.56,0
26,popB,2.114,56,0.56,0
27,popB,2.114,56,0.56,0
28,popA,2.114,56,0.56,0
29,popA,2.114,56,0.56,0
30,popB,2.129,56,0.56,0.015
31,popA,2.129,56,0.56,0
32,popB,2.147,56,0.56,0.018
33,popB,2.147,56,0.56,0
34,popA,2.147,56,0.56,0
35,popB,2.147,56,0.56,0
36,popB,2.147,56,0.56,0
37,popA,2.147,56,0.56,0
38,popA,2.147,56,0.56,0
39,popB,2.151,56,0.56,0.004
40,popB,2.153,56,0.56,0.002
41,popB,2.153,56,0.56,0
42,popB,2.153,56,0.56,0
43,popB,2.153,56,0.56,0
44,popB,2.207,56,0.56,0.054
45,popB,2.207,56,0.56,0
46,popB,2.207,56,0.56,0
47,popA,2.207,56,0.56,0
48,popB,2.207,56,0.56,0
49,popB,2.207,56,0.56,0
50,popB,2.207,56,0.56,0
0,popB,2.14,57,0.57,0
1,popB,2.14,57,0.57,0
2,popA,2.14,57,0.57,0
3,popB,2.14,57,0.57,0
4,popB,2.14,57,0.57,0
5,popB,2.14,57,0.57,0
6,popB,2.14,57,0.57,0
7,popA,2.14,57,0.57,0
8,popB,2.14,57,0.57,0
9,popB,2.146,57,0.57,0.006
10,popA,2.146,57,0.57,0
11,popA,2.146,57,0.57,0
12,popA,2.146,57,0.57,0
13,popB,2.146,57,0.57,0
14,popB,2.146,57,0.57,0
15,popB,2.146,57,0.57,0
16,popB,2.146,57,0.57,0
17,popB,2.146,57,0.57,0
18,popA,2.146,57,0.57,0
19,popA,2.146,57,0.57,0
20,popB,2.146,57,0.57,0
21,popB,2.146,57,0.57,0
22,popA,2.146,57,0.57,0
23,popB,2.146,57,0.57,0
24,popA,2.146,57,0.57,0
25,popB,2.146,57,0.57,0
26,popB,2.146,57,0.57,0
27,popA,2.146,57,0.57,0
28,popB,2.146,57,0.57,0
29,popB,2.146,57,0.57,0
30,popB,2.146,57,0.57,0
31,popB,2.147,57,0.57,0.001
32,popA,2.147,57,0.57,0
33,popB,2.147,57,0.57,0
34,popB,2.147,57,0.57,0
35,popA,2.147,57,0.57,0
36,popB,2.156,57,0.57,0.009
37,popA,2.156,57,0.57,0
38,popA,2.156,57,0.57,0
39,popB,2.156,57,0.57,0
40,popB,2.156,57,0.57,0
41,popA,2.156,57,0.57,0
42,popB,2.156,57,0.57,0
43,popB,2.156,57,0.57,0
44,popB,2.156,57,0.57,0
45,popA,2.156,57,0.57,0
46,popA,2.156,57,0.57,0
47,popB,2.156,57,0.57,0
48,popA,2.156,57,0.57,0
49,popB,2.156,57,0.57,0
50,popA,2.156,57,0.57,0
0,popB,2.132,58,0.58,0
1,popB,2.132,58,0.58,0
2,popA,2.132,58,0.58,0
3,popB,2.132,58,0.58,0
4,popB,2.132,58,0.58,0
5,popB,2.132,58,0.58,0
6,popB,2.135,58,0.58,0.003
7,popB,2.135,58,0.58,0
8,popB,2.135,58,0.58,0
9,popB,2.136,58,0.58,0.001
10,popB,2.136,58,0.58,0
11,popB,2.136,58,0.58,0
12,popB,2.136,58,0.58,0
13,popA,2.136,58,0.58,0
14,popB,2.136,58,0.58,0
15,popB,2.136,58,0.58,0
16,popB,2.136,58,0.58,0
17,popB,2.136,58,0.58,0
18,popA,2.136,58,0.58,0
19,popA,2.136,58,0.58,0
20,popB,2.138,58,0.58,0.002
21,popB,2.138,58,0.58,0
22,popA,2.138,58,0.58,0
23,popB,2.141,58,0.58,0.003
24,popB,2.141,58,0.58,0
25,popB,2.141,58,0.58,0
26,popB,2.141,58,0.58,0
27,popB,2.141,58,0.58,0
28,popB,2.141,58,0.58,0
29,popB,2.141,58,0.58,0
30,popA,2.141,58,0.58,0
31,popB,2.141,58,0.58,0
32,popB,2.143,58,0.58,0.002
33,popB,2.145,58,0.58,0.002
34,popB,2.145,58,0.58,0
35,popB,2.145,58,0.58,0
36,popB,2.145,58,0.58,0
37,popA,2.145,58,0.58,0
38,popA,2.145,58,0.58,0
39,popB,2.145,58,0.58,0
40,popB,2.145,58,0.58,0
41,popB,2.145,58,0.58,0
42,popA,2.145,58,0.58,0
43,popB,2.145,58,0.58,0
44,popB,2.145,58,0.58,0
45,popA,2.145,58,0.58,0
46,popA,2.145,58,0.58,0
47,popA,2.145,58,0.58,0
48,popA,2.145,58,0.58,0
49,popA,2.145,58,0.58,0
50,popB,2.145,58,0.58,0
0,popB,2.089,59,0.59,0
1,popA,2.089,59,0.59,0
2,popA,2.089,59,0.59,0
3,popA,2.089,59,0.59,0
4,popB,2.089,59,0.59,0
5,popB,2.089,59,0.59,0
6,popA,2.089,59,0.59,0
7,popB,2.089,59,0.59,0
8,popB,2.089,59,0.59,0
9,popB,2.155,59,0.59,0.066
10,popB,2.155,59,0.59,0
11,popA,2.155,59,0.59,0
12,popB,2.155,59,0.59,0
13,popB,2.155,59,0.59,0
14,popB,2.155,59,0.59,0
15,popB,2.155,59,0.59,0
16,popB,2.155,59,0.59,0
17,popB,2.155,59,0.59,0
18,popA,2.155,59,0.59,0
19,popB,2.155,59,0.59,0
20,popB,2.155,59,0.59,0
21,popA,2.155,59,0.59,0
22,popA,2.155,59,0.59,0
23,popB,2.155,59,0.59,0
24,popA,2.155,59,0.59,0
25,popB,2.155,59,0.59,0
26,popA,2.155,59,0.59,0
27,popB,2.155,59,0.59,0
28,popB,2.155,59,0.59,0
29,popA,2.155,59,0.59,0
30,popB,2.155,59,0.59,0
31,popB,2.155,59,0.59,0
32,popA,2.155,59,0.59,0
33,popA,2.155,59,0.59,0
34,popB,2.155,59,0.59,0
35,popA,2.155,59,0.59,0
36,popB,2.155,59,0.59,0
37,popB,2.155,59,0.59,0
38,popA,2.155,59,0.59,0
39,popB,2.155,59,0.59,0
40,popB,2.178,59,0.59,0.023
41,popA,2.178,59,0.59,0
42,popA,2.178,59,0.59,0
43,popA,2.178,59,0.59,0
44,popA,2.178,59,0.59,0
45,popB,2.178,59,0.59,0
46,popA,2.178,59,0.59,0
47,popB,2.178,59,0.59,0
48,popA,2.178,59,0.59,0
49,popA,2.178,59,0.59,0
50,popB,2.178,59,0.59,0
0,popB,2.017,60,0.6,0
1,popB,2.067,60,0.6,0.05
2,popB,2.173,60,0.6,0.106
3,popB,2.173,60,0.6,0
4,popB,2.173,60,0.6,0
5,popA,2.173,60,0.6,0
6,popB,2.173,60,0.6,0
7,popA,2.173,60,0.6,0
8,popA,2.173,60,0.6,0
9,popA,2.173,60,0.6,0
10,popB,2.173,60,0.6,0
11,popA,2.173,60,0.6,0
12,popB,2.173,60,0.6,0
13,popA,2.173,60,0.6,0
14,popB,2.173,60,0.6,0
15,popB,2.173,60,0.6,0
16,popA,2.173,60,0.6,0
17,popA,2.173,60,0.6,0
18,popA,2.173,60,0.6,0
19,popA,2.173,60,0.6,0
20,popB,2.173,60,0.6,0
21,popA,2.173,60,0.6,0
22,popA,2.173,60,0.6,0
23,popA,2.173,60,0.6,0
24,popB,2.173,60,0.6,0
25,popA,2.173,60,0.6,0
26,popB,2.173,60,0.6,0
27,popB,2.178,60,0.6,0.005
28,popB,2.178,60,0.6,0
29,popA,2.178,60,0.6,0
30,popB,2.178,60,0.6,0
31,popB,2.178,60,0.6,0
32,popB,2.178,60,0.6,0
33,popB,2.178,60,0.6,0
34,popB,2.178,60,0.6,0
35,popA,2.178,60,0.6,0
36,popB,2.178,60,0.6,0
37,popA,2.178,60,0.6,0
38,popA,2.178,60,0.6,0
39,popB,2.178,60,0.6,0
40,popB,2.178,60,0.6,0
41,popB,2.178,60,0.6,0
42,popA,2.178,60,0.6,0
43,popA,2.178,60,0.6,0
44,popA,2.178,60,0.6,0
45,popA,2.178,60,0.6,0
46,popA,2.178,60,0.6,0
47,popA,2.178,60,0.6,0
48,popA,2.178,60,0.6,0
49,popA,2.178,60,0.6,0
50,popB,2.178,60,0.6,0
0,popA,2.103,61,0.61,0
1,popB,2.145,61,0.61,0.042
2,popB,2.145,61,0.61,0
3,popB,2.145,61,0.61,0
4,popB,2.353,61,0.61,0.208
5,popB,2.353,61,0.61,0
6,popB,2.353,61,0.61,0
7,popA,2.353,61,0.61,0
8,popB,2.353,61,0.61,0
9,popA,2.353,61,0.61,0
10,popB,2.353,61,0.61,0
11,popA,2.353,61,0.61,0
12,popA,2.353,61,0.61,0
13,popA,2.353,61,0.61,0
14,popA,2.353,61,0.61,0
15,popB,2.353,61,0.61,0
16,popA,2.353,61,0.61,0
17,popB,2.353,61,0.61,0
18,popA,2.353,61,0.61,0
19,popB,2.353,61,0.61,0
20,popB,2.353,61,0.61,0
21,popB,2.353,61,0.61,0
22,popA,2.353,61,0.61,0
23,popA,2.353,61,0.61,0
24,popB,2.353,61,0.61,0
25,popA,2.353,61,0.61,0
26,popB,2.353,61,0.61,0
27,popB,2.353,61,0.61,0
28,popA,2.353,61,0.61,0
29,popB,2.353,61,0.61,0
30,popA,2.353,61,0.61,0
31,popA,2.353,61,0.61,0
32,popA,2.353,61,0.61,0
33,popB,2.353,61,0.61,0
34,popB,2.353,61,0.61,0
35,popA,2.353,61,0.61,0
36,popA,2.353,61,0.61,0
37,popB,2.355,61,0.61,0.002
38,popB,2.355,61,0.61,0
39,popA,2.355,61,0.61,0
40,popA,2.355,61,0.61,0
41,popA,2.355,61,0.61,0
42,popB,2.355,61,0.61,0
43,popB,2.355,61,0.61,0
44,popA,2.355,61,0.61,0
45,popB,2.355,61,0.61,0
46,popB,2.355,61,0.61,0
47,popA,2.355,61,0.61,0
48,popA,2.355,61,0.61,0
49,popB,2.355,61,0.61,0
50,popA,2.355,61,0.61,0
0,popB,1.94,62,0.62,0
1,popA,1.94,62,0.62,0
2,popB,1.94,62,0.62,0
3,popB,2.059,62,0.62,0.119
4,popB,2.059,62,0.62,0
5,popB,2.059,62,0.62,0
6,popB,2.059,62,0.62,0
7,popB,2.059,62,0.62,0
8,popB,2.059,62,0.62,0
9,popB,2.059,62,0.62,0
10,popB,2.059,62,0.62,0
11,popB,2.059,62,0.62,0
12,popB,2.059,62,0.62,0
13,popA,2.059,62,0.62,0
14,popB,2.059,62,0.62,0
15,popB,2.059,62,0.62,0
16,popA,2.059,62,0.62,0
17,popB,2.059,62,0.62,0
18,popB,2.131,62,0.62,0.072
19,popB,2.131,62,0.62,0
20,popB,2.131,62,0.62,0
21,popA,2.131,62,0.62,0
22,popA,2.131,62,0.62,0
23,popA,2.131,62,0.62,0
24,popB,2.131,62,0.62,0
25,popB,2.131,62,0.62,0
26,popB,2.131,62,0.62,0
27,popA,2.131,62,0.62,0
28,popB,2.131,62,0.62,0
29,popA,2.131,62,0.62,0
30,popB,2.131,62,0.62,0
31,popA,2.131,62,0.62,0
32,popB,2.131,62,0.62,0
33,popA,2.131,62,0.62,0
34,popA,2.131,62,0.62,0
35,popB,2.131,62,0.62,0
36,popA,2.131,62,0.62,0
37,popB,2.131,62,0.62,0
38,popA,2.131,62,0.62,0
39,popB,2.131,62,0.62,0
40,popA,2.131,62,0.62,0
41,popB,2.131,62,0.62,0
42,popB,2.133,62,0.62,0.002
43,popB,2.133,62,0.62,0
44,popB,2.133,62,0.62,0
45,popB,2.134,62,0.62,0.001
46,popA,2.134,62,0.62,0
47,popB,2.136,62,0.62,0.002
48,popB,2.136,62,0.62,0
49,popB,2.136,62,0.62,0
50,popB,2.145,62,0.62,0.009
0,popB,1.957,63,0.63,0
1,popB,1.957,63,0.63,0
2,popA,1.957,63,0.63,0
3,popB,1.957,63,0.63,0
4,popB,1.957,63,0.63,0
5,popB,1.959,63,0.63,0.002
6,popB,1.962,63,0.63,0.003
7,popA,1.962,63,0.63,0
8,popB,1.962,63,0.63,0
9,popB,1.962,63,0.63,0
10,popB,1.962,63,0.63,0
11,popA,1.962,63,0.63,0
12,popB,1.964,63,0.63,0.002
13,popA,1.964,63,0.63,0
14,popB,1.967,63,0.63,0.003
15,popB,1.967,63,0.63,0
16,popB,1.967,63,0.63,0
17,popB,1.967,63,0.63,0
18,popA,1.967,63,0.63,0
19,popB,1.967,63,0.63,0
20,popB,1.97,63,0.63,0.003
21,popA,1.97,63,0.63,0
22,popB,1.97,63,0.63,0
23,popB,1.97,63,0.63,0
24,popB,1.97,63,0.63,0
25,popB,1.971,63,0.63,0.001
26,popB,1.973,63,0.63,0.002
27,popB,1.973,63,0.63,0
28,popA,1.973,63,0.63,0
29,popB,1.976,63,0.63,0.003
30,popB,1.976,63,0.63,0
31,popB,1.976,63,0.63,0
32,popB,1.978,63,0.63,0.002
33,popB,1.978,63,0.63,0
34,popA,1.978,63,0.63,0
35,popB,1.978,63,0.63,0
36,popA,1.978,63,0.63,0
37,popB,1.978,63,0.63,0
38,popA,1.978,63,0.63,0
39,popB,1.978,63,0.63,0
40,popA,1.978,63,0.63,0
41,popA,1.978,63,0.63,0
42,popB,1.978,63,0.63,0
43,popB,1.978,63,0.63,0
44,popA,1.978,63,0.63,0
45,popB,1.978,63,0.63,0
46,popB,1.98,63,0.63,0.002
47,popB,1.98,63,0.63,0
48,popB,1.981,63,0.63,0.001
49,popB,1.981,63,0.63,0
50,popB,1.981,63,0.63,0
0,popA,2.082,64,0.64,0
1,popB,2.089,64,0.64,0.007
2,popB,2.089,64,0.64,0
3,popB,2.089,64,0.64,0
4,popB,2.089,64,0.64,0
5,popB,2.17,64,0.64,0.081
6,popB,2.17,64,0.64,0
7,popB,2.17,64,0.64,0
8,popA,2.17,64,0.64,0
9,popA,2.17,64,0.64,0
10,popB,2.17,64,0.64,0
11,popB,2.17,64,0.64,0
12,popB,2.17,64,0.64,0
13,popB,2.17,64,0.64,0
14,popB,2.17,64,0.64,0
15,popA,2.17,64,0.64,0
16,popB,2.17,64,0.64,0
17,popB,2.17,64,0.64,0
18,popB,2.17,64,0.64,0
19,popA,2.17,64,0.64,0
20,popB,2.17,64,0.64,0
21,popA,2.17,64,0.64,0
22,popA,2.17,64,0.64,0
23,popB,2.17,64,0.64,0
24,popB,2.17,64,0.64,0
25,popA,2.17,64,0.64,0
26,popB,2.17,64,0.64,0
27,popB,2.172,64,0.64,0.002
28,popB,2.172,64,0.64,0
29,popA,2.172,64,0.64,0
30,popA,2.172,64,0.64,0
31,popB,2.172,64,0.64,0
32,popA,2.172,64,0.64,0
33,popB,2.172,64,0.64,0
34,popA,2.172,64,0.64,0
35,popB,2.172,64,0.64,0
36,popA,2.172,64,0.64,0
37,popB,2.172,64,0.64,0
38,popB,2.172,64,0.64,0
39,popB,2.172,64,0.64,0
40,popB,2.172,64,0.64,0
41,popB,2.172,64,0.64,0
42,popA,2.172,64,0.64,0
